host_is_superhost,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,Number of amenities,guests_included,price_per_extra_person,minimum_nights,number_of_reviews,number_days_btw_first_last_review,review_scores_rating,cancellation_policy,price,price_gte_150,price_category
0,1,Chinatown,42.35077142,-71.060726,Apartment,Entire home/apt,3,1,0,1,Real Bed,16,1,0,15,0,0,,flexible,209,1,btw_$151-$225
0,1,Chinatown,42.35132189,-71.06269214,Apartment,Entire home/apt,5,2,2,2,Real Bed,18,1,0,3,0,0,,strict,199,1,btw_$151-$225
0,0,Chinatown,42.35105901,-71.06289157,Apartment,Entire home/apt,3,1,2,1,Real Bed,23,1,0,4,5,110,96,strict,319,1,gte_226
0,0,Chinatown,42.34942448,-71.06341297,Apartment,Entire home/apt,4,1,1,1,Real Bed,13,1,15,4,2,35,80,flexible,135,0,btw_$75-$150
0,1,Chinatown,42.35125462,-71.06124548,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,1,0,100,strict,169,1,btw_$151-$225
0,0,Chinatown,42.34846893,-71.0602084,Apartment,Private room,2,1,1,1,Real Bed,10,1,0,1,2,5,80,flexible,95,0,btw_$75-$150
0,1,Chinatown,42.34973382,-71.06052321,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,15,0,0,,strict,319,1,gte_226
0,1,Chinatown,42.35232216,-71.06202555,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,1,0,2,0,0,,strict,169,1,btw_$151-$225
0,1,Chinatown,42.34709918,-71.06269808,Apartment,Entire home/apt,4,1,1,1,Real Bed,19,1,0,2,10,678,98,strict,287,1,gte_226
0,1,Chinatown,42.35094857,-71.06111384,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,15,0,0,,strict,219,1,btw_$151-$225
0,1,Chinatown,42.34953273,-71.06073078,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,1,0,15,0,0,,strict,219,1,btw_$151-$225
0,1,Chinatown,42.35094639,-71.06213033,Apartment,Entire home/apt,5,2,2,2,Real Bed,19,1,0,3,0,0,,flexible,199,1,btw_$151-$225
0,0,Chinatown,42.34864828,-71.06012876,Apartment,Private room,2,1,1,1,Real Bed,9,1,0,1,2,11,100,flexible,95,0,btw_$75-$150
0,1,Chinatown,42.34952368,-71.0597264,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,1,0,15,0,0,,strict,219,1,btw_$151-$225
0,1,Chinatown,42.35156674,-71.05930806,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,1,0,10,0,0,,moderate,242,1,gte_226
0,1,Chinatown,42.35158128,-71.06172714,Apartment,Entire home/apt,5,2,2,3,Real Bed,20,1,0,3,3,116,87,moderate,389,1,gte_226
0,1,Chinatown,42.35206849,-71.06194463,Apartment,Entire home/apt,3,1,1,1,Real Bed,18,1,0,3,1,0,100,strict,169,1,btw_$151-$225
0,1,Chinatown,42.35101552,-71.06290707,Apartment,Entire home/apt,5,2,2,2,Real Bed,19,1,0,3,0,0,,strict,199,1,btw_$151-$225
0,1,Chinatown,42.35182861,-71.05934182,Apartment,Entire home/apt,2,2,2,2,Real Bed,21,1,0,10,0,0,,moderate,361,1,gte_226
0,1,Chinatown,42.3510316,-71.06278887,Apartment,Entire home/apt,3,1,1,1,Real Bed,29,1,0,1,0,0,,flexible,225,1,btw_$151-$225
0,1,Chinatown,42.35180091,-71.06135144,Apartment,Entire home/apt,6,1,2,2,Real Bed,15,1,0,1,62,165,86,strict,255,1,gte_226
0,1,Chinatown,42.35074235,-71.06273126,Apartment,Entire home/apt,7,2,3,3,Real Bed,19,1,0,2,0,0,,strict,119,0,btw_$75-$150
0,1,Chinatown,42.3517004,-71.06016254,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,1,0,15,0,0,,strict,219,1,btw_$151-$225
0,1,Chinatown,42.35019448,-71.06205569,Loft,Entire home/apt,4,1,2,2,Real Bed,13,4,25,2,50,864,92,strict,299,1,gte_226
0,1,Chinatown,42.35240764,-71.06139662,Apartment,Entire home/apt,5,2,2,2,Real Bed,20,1,0,2,0,0,,strict,119,0,btw_$75-$150
0,1,Chinatown,42.34989023,-71.06067687,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,1,0,7,1,0,100,moderate,199,1,btw_$151-$225
0,1,Chinatown,42.3509297,-71.05977196,Apartment,Entire home/apt,5,2,2,2,Real Bed,16,1,0,15,0,0,,strict,319,1,gte_226
0,0,Chinatown,42.34811636,-71.06165024,Apartment,Private room,2,1,1,1,Real Bed,7,0,5,1,2,7,60,flexible,93,0,btw_$75-$150
0,1,Chinatown,42.35054645,-71.06060285,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,1,0,7,0,0,,moderate,199,1,btw_$151-$225
0,1,Chinatown,42.35090795,-71.06197529,Apartment,Entire home/apt,5,2,2,2,Real Bed,18,1,0,3,2,83,100,strict,299,1,gte_226
0,1,Chinatown,42.35072286,-71.06293733,Apartment,Entire home/apt,4,2,2,2,Real Bed,15,1,0,3,7,911,97,super_strict_30,349,1,gte_226
0,0,North End,42.36622619,-71.05225031,Condominium,Entire home/apt,1,1,1,2,Real Bed,0,1,0,1,0,0,,flexible,275,1,gte_226
0,0,North End,42.36502857,-71.05216157,Apartment,Entire home/apt,4,2,2,4,Real Bed,12,6,25,2,1,0,,strict,299,1,gte_226
0,1,North End,42.36398159,-71.05030896,Boat,Entire home/apt,10,2,3,6,Real Bed,11,2,37,2,13,1917,94,strict,375,1,gte_226
0,1,North End,42.36609014,-71.05255465,Apartment,Entire home/apt,4,1,1,2,Real Bed,7,1,0,5,16,719,96,strict,140,0,btw_$75-$150
0,0,North End,42.36442861,-71.05601662,Apartment,Shared room,1,,1,1,Real Bed,0,1,0,1,0,0,,flexible,35,0,lte_$75
0,0,North End,42.36468987,-71.05291981,Apartment,Private room,2,1,1,1,Real Bed,16,1,0,1,4,9,100,flexible,159,1,btw_$151-$225
0,0,North End,42.36662093,-71.05543429,Apartment,Private room,1,1,1,1,Real Bed,4,1,0,1,29,317,95,flexible,84,0,btw_$75-$150
0,0,North End,42.36702083,-71.05420897,Apartment,Private room,1,1,1,1,Couch,17,1,0,1,0,0,,flexible,100,0,btw_$75-$150
0,1,North End,42.36567957,-71.05666097,Apartment,Entire home/apt,4,1,2,2,Real Bed,12,1,0,30,1,0,80,flexible,125,0,btw_$75-$150
0,0,North End,42.36399221,-71.05488133,Condominium,Entire home/apt,2,1,1,1,Real Bed,18,2,25,2,16,217,93,strict,150,1,btw_$75-$150
1,0,North End,42.36662779,-71.05450943,Apartment,Private room,1,1,1,1,Real Bed,4,1,0,1,47,331,98,flexible,79,0,btw_$75-$150
1,1,North End,42.36784682,-71.05300114,Apartment,Entire home/apt,6,1,2,2,Real Bed,19,4,25,3,7,18,94,strict,320,1,gte_226
1,1,North End,42.36646544,-71.05375656,Apartment,Entire home/apt,2,1,1,2,Real Bed,15,2,0,2,25,234,97,strict,180,1,btw_$151-$225
0,0,North End,42.36732588,-71.0547801,Apartment,Entire home/apt,3,1,0,1,Real Bed,8,1,0,2,2,8,100,strict,150,1,btw_$75-$150
0,1,North End,42.36561867,-71.05697669,Apartment,Entire home/apt,3,1,1,2,Real Bed,12,2,10,1,140,637,94,strict,125,0,btw_$75-$150
0,0,North End,42.36638188,-71.05587868,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,0,1,6,46,100,flexible,145,0,btw_$75-$150
0,1,North End,42.36722286,-71.05736033,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,1,0,1,281,1224,88,strict,125,0,btw_$75-$150
0,1,North End,42.36863499,-71.05699527,House,Entire home/apt,2,1,1,1,Real Bed,18,1,0,7,0,0,,strict,171,1,btw_$151-$225
1,1,North End,42.36782034,-71.05324155,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,14,1,0,2,57,405,99,flexible,285,1,gte_226
0,0,North End,42.36286159,-71.05569932,Apartment,Entire home/apt,5,2,2,2,Real Bed,13,4,50,1,8,64,97,moderate,400,1,gte_226
0,1,North End,42.36301277,-71.05176378,Apartment,Entire home/apt,4,1,2,2,Real Bed,21,1,0,2,6,85,100,strict,400,1,gte_226
0,0,North End,42.36454385,-71.05326897,Apartment,Entire home/apt,3,1,1,2,Real Bed,21,1,0,3,130,811,87,moderate,210,1,btw_$151-$225
0,1,North End,42.36543143,-71.05735141,Apartment,Entire home/apt,8,1.5,1,5,Real Bed,25,4,25,2,2,5,100,strict,350,1,gte_226
0,1,North End,42.36424351,-71.05617538,Apartment,Entire home/apt,3,1,2,1,Real Bed,18,2,10,3,10,55,98,strict,182,1,btw_$151-$225
0,1,North End,42.36591852,-71.05314191,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,1,0,1,1,0,100,flexible,200,1,btw_$151-$225
0,1,North End,42.36592932,-71.05660255,Apartment,Entire home/apt,5,1,2,2,Real Bed,13,4,40,1,0,0,,strict,260,1,gte_226
1,0,North End,42.36520055,-71.05823467,Apartment,Entire home/apt,2,1,1,1,Real Bed,17,1,0,1,55,142,97,flexible,200,1,btw_$151-$225
0,1,North End,42.36102239,-71.05276753,Apartment,Private room,2,1,1,2,Couch,18,1,15,1,5,19,60,moderate,150,1,btw_$75-$150
1,1,North End,42.36707114,-71.05364659,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,1,0,3,21,103,88,flexible,120,0,btw_$75-$150
0,1,North End,42.36555257,-71.05081602,Apartment,Private room,3,1,1,1,Real Bed,8,1,0,2,0,0,,moderate,102,0,btw_$75-$150
0,0,North End,42.3686825,-71.05430826,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,1,0,3,1,0,100,moderate,210,1,btw_$151-$225
0,1,North End,42.3639614,-71.05462384,Apartment,Entire home/apt,3,1,1,2,Real Bed,16,2,30,1,36,91,96,moderate,159,1,btw_$151-$225
1,1,North End,42.36666014,-71.05209407,House,Private room,4,1,1,3,Real Bed,20,1,10,3,19,93,98,moderate,120,0,btw_$75-$150
0,1,North End,42.36365227,-71.05123941,Boat,Entire home/apt,6,2,2,4,Real Bed,14,2,35,2,2,117,90,strict,425,1,gte_226
0,0,North End,42.3637822,-71.05564322,Apartment,Entire home/apt,3,1,1,2,Real Bed,13,1,0,5,33,832,84,moderate,150,1,btw_$75-$150
0,1,North End,42.36728035,-71.05512961,Apartment,Entire home/apt,4,1,1,1,Real Bed,9,2,50,2,3,5,80,moderate,149,0,btw_$75-$150
0,1,North End,42.3652984,-71.05467505,Apartment,Entire home/apt,2,1,0,1,Real Bed,14,1,0,1,4,39,93,flexible,115,0,btw_$75-$150
0,0,North End,42.36486693,-71.05769065,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,1,0,2,22,191,98,strict,150,1,btw_$75-$150
0,0,North End,42.36475173,-71.05228017,Apartment,Entire home/apt,8,3,3,5,Real Bed,16,8,25,1,0,0,,strict,399,1,gte_226
0,0,North End,42.36492962,-71.05645065,Apartment,Entire home/apt,4,1,2,2,Real Bed,10,1,25,2,3,55,100,flexible,220,1,btw_$151-$225
1,1,North End,42.36666039,-71.05315578,House,Private room,2,1,1,1,Real Bed,20,1,0,2,41,160,98,moderate,110,0,btw_$75-$150
0,1,North End,42.36639331,-71.05536891,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,1,0,1,244,1191,88,strict,125,0,btw_$75-$150
1,1,North End,42.36523984,-71.05213405,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,1,0,1,22,88,93,moderate,310,1,gte_226
0,0,North End,42.3642099,-71.05407738,Apartment,Entire home/apt,3,1,1,1,Real Bed,11,1,0,2,25,763,94,strict,160,1,btw_$151-$225
0,0,North End,42.36574,-71.05541507,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,0,2,0,0,,flexible,559,1,gte_226
0,0,North End,42.36578313,-71.05337556,Apartment,Private room,4,1,1,2,Real Bed,11,1,0,1,14,489,86,flexible,175,1,btw_$151-$225
0,1,North End,42.36573322,-71.05535836,Apartment,Entire home/apt,4,1,1,1,Real Bed,16,2,50,1,135,685,97,moderate,159,1,btw_$151-$225
0,1,North End,42.3639776,-71.04953483,Boat,Entire home/apt,5,1.5,2,4,Real Bed,16,2,37,2,7,397,94,strict,190,1,btw_$151-$225
0,0,North End,42.36430462,-71.05616674,Apartment,Entire home/apt,4,1,1,2,Real Bed,8,2,25,1,36,104,83,strict,165,1,btw_$151-$225
0,0,North End,42.36684601,-71.05118641,Apartment,Entire home/apt,6,1,2,3,Real Bed,14,4,0,1,37,914,87,strict,195,1,btw_$151-$225
0,0,North End,42.36566299,-71.0513054,Apartment,Entire home/apt,4,1,2,2,Real Bed,14,1,0,1,19,796,84,strict,195,1,btw_$151-$225
0,1,North End,42.36296395,-71.05608132,Apartment,Entire home/apt,4,1,2,2,Real Bed,19,1,0,1,9,116,93,flexible,300,1,gte_226
0,0,North End,42.36573204,-71.05300053,Apartment,Entire home/apt,3,1,1,2,Real Bed,9,1,0,1,15,812,75,strict,135,0,btw_$75-$150
0,1,North End,42.36758116,-71.05611278,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,1,0,1,281,1188,92,strict,125,0,btw_$75-$150
0,1,North End,42.36692408,-71.05607592,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,1,0,1,120,493,96,strict,125,0,btw_$75-$150
0,1,North End,42.3623512,-71.05150191,Boat,Entire home/apt,4,1,2,3,Real Bed,10,2,37,2,12,550,90,strict,212,1,btw_$151-$225
0,0,North End,42.3644482,-71.05756044,Apartment,Entire home/apt,2,1,2,2,Real Bed,8,1,0,1,0,0,,flexible,200,1,btw_$151-$225
0,0,North End,42.36378841,-71.05502676,Condominium,Entire home/apt,6,1.5,2,3,Real Bed,17,4,35,3,7,234,97,strict,425,1,gte_226
0,0,North End,42.36515137,-71.0567922,Condominium,Entire home/apt,2,1,1,1,Real Bed,12,1,0,3,3,24,93,flexible,180,1,btw_$151-$225
0,0,North End,42.36576276,-71.05735612,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,2,0,1,111,558,87,strict,165,1,btw_$151-$225
0,0,North End,42.36620466,-71.05523086,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,1,0,3,4,26,100,flexible,120,0,btw_$75-$150
0,0,North End,42.36336525,-71.05482188,Apartment,Entire home/apt,3,1,2,2,Real Bed,16,1,0,2,0,0,,moderate,250,1,gte_226
0,0,North End,42.3632182,-71.05144793,Apartment,Entire home/apt,4,2,2,2,Real Bed,17,1,0,1,51,516,89,strict,129,0,btw_$75-$150
0,0,North End,42.36362341,-71.05496967,Apartment,Private room,2,1,1,1,Real Bed,15,1,50,1,0,0,,flexible,80,0,btw_$75-$150
0,1,North End,42.36616888,-71.05040049,Apartment,Entire home/apt,5,1,2,2,Real Bed,10,2,25,20,3,23,80,moderate,160,1,btw_$151-$225
0,1,North End,42.36546883,-71.05196445,Apartment,Private room,2,1,1,1,Real Bed,17,4,0,2,7,764,94,strict,145,0,btw_$75-$150
0,1,North End,42.36473524,-71.0541282,Apartment,Entire home/apt,3,1,1,1,Real Bed,9,1,0,1,5,18,92,moderate,131,0,btw_$75-$150
0,1,North End,42.36345602,-71.05720717,Condominium,Entire home/apt,3,1,1,2,Real Bed,18,2,15,1,84,347,97,strict,150,1,btw_$75-$150
0,0,North End,42.36366048,-71.05023194,Boat,Entire home/apt,6,2,2,2,Real Bed,6,2,50,1,37,2131,95,strict,250,1,gte_226
0,1,North End,42.36631361,-71.05797831,Apartment,Entire home/apt,9,1,3,4,Real Bed,16,5,50,1,15,65,87,strict,200,1,btw_$151-$225
0,0,North End,42.3618829,-71.05296259,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,1,0,2,3,41,100,flexible,200,1,btw_$151-$225
0,1,North End,42.36570948,-71.05560298,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,1,0,1,171,814,92,strict,125,0,btw_$75-$150
0,1,North End,42.36565754,-71.05588173,Loft,Entire home/apt,2,1,1,1,Real Bed,12,1,0,2,8,252,97,flexible,250,1,gte_226
0,1,North End,42.36182818,-71.05248304,Apartment,Entire home/apt,3,1,1,1,Real Bed,20,2,50,2,10,151,95,strict,250,1,gte_226
0,0,North End,42.36509661,-71.053646,Apartment,Entire home/apt,5,1,1,4,Real Bed,19,3,25,1,43,956,89,strict,109,0,btw_$75-$150
1,1,North End,42.36381373,-71.05159627,Apartment,Entire home/apt,4,1,2,2,Real Bed,20,4,25,4,42,576,93,moderate,180,1,btw_$151-$225
0,1,North End,42.36677261,-71.05759193,Apartment,Entire home/apt,6,1,2,3,Real Bed,19,4,40,1,0,0,,strict,245,1,gte_226
0,1,North End,42.36595644,-71.0526821,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,1,0,4,31,642,92,strict,249,1,gte_226
0,1,North End,42.36796047,-71.05572927,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,1,0,1,236,1090,87,strict,135,0,btw_$75-$150
0,0,North End,42.36303226,-71.05088801,Apartment,Entire home/apt,4,1,1,4,Real Bed,20,4,200,3,6,86,100,moderate,300,1,gte_226
0,1,North End,42.36153167,-71.05373015,Apartment,Private room,2,1,1,1,Real Bed,14,2,15,2,2,8,100,moderate,103,0,btw_$75-$150
0,1,North End,42.36591325,-71.05431663,Apartment,Private room,2,1,1,1,Real Bed,12,1,0,2,27,306,91,strict,120,0,btw_$75-$150
0,0,North End,42.36342827,-71.05527287,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,2,10,4,1,0,100,strict,250,1,gte_226
1,1,North End,42.36539015,-71.05438197,House,Private room,5,1,1,1,Real Bed,21,2,50,3,160,1777,98,strict,69,0,lte_$75
0,1,North End,42.36853097,-71.05362605,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,2,10,2,190,1248,91,flexible,125,0,btw_$75-$150
0,0,North End,42.36508624,-71.05815722,Apartment,Entire home/apt,2,1,1,1,Real Bed,6,1,0,2,0,0,,moderate,225,1,btw_$151-$225
0,1,North End,42.36509127,-71.05552534,Loft,Entire home/apt,2,1,1,1,Real Bed,14,1,0,2,1,0,100,moderate,240,1,gte_226
0,0,North End,42.36312956,-71.05315937,Apartment,Entire home/apt,3,1,1,1,Real Bed,12,1,0,1,6,161,97,strict,180,1,btw_$151-$225
0,1,North End,42.36641028,-71.05534202,Apartment,Entire home/apt,3,1,0,1,Real Bed,11,1,0,2,0,0,,flexible,200,1,btw_$151-$225
0,1,North End,42.36785467,-71.05556522,Apartment,Shared room,2,1,1,1,Pull-out Sofa,4,1,0,1,3,14,93,flexible,60,0,lte_$75
0,0,North End,42.36638428,-71.05704197,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,9,1,0,1,6,70,90,flexible,200,1,btw_$151-$225
1,1,North End,42.36610197,-71.05192081,Apartment,Entire home/apt,4,1,2,2,Real Bed,20,5,25,1,0,0,,strict,315,1,gte_226
0,1,North End,42.36614827,-71.05257865,Apartment,Entire home/apt,4,1,2,2,Real Bed,22,1,0,2,75,486,95,moderate,380,1,gte_226
0,1,North End,42.36758549,-71.05630475,Apartment,Entire home/apt,4,1,2,2,Real Bed,11,2,25,2,72,326,96,strict,220,1,btw_$151-$225
0,1,North End,42.36572429,-71.05838781,Apartment,Entire home/apt,4,2,2,3,Real Bed,21,4,20,3,5,403,96,strict,180,1,btw_$151-$225
0,1,North End,42.36652442,-71.05213169,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,1,0,1,8,186,100,strict,140,0,btw_$75-$150
0,0,North End,42.36608244,-71.0527806,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,1,0,6,0,0,,strict,180,1,btw_$151-$225
0,1,North End,42.36735877,-71.05565368,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,0,0,1,80,871,94,strict,200,1,btw_$151-$225
0,1,North End,42.36354716,-71.051228,House,Entire home/apt,6,1,2,3,Real Bed,15,2,37,2,19,1128,96,strict,239,1,gte_226
0,0,North End,42.36724256,-71.05833409,Condominium,Entire home/apt,6,1.5,2,3,Real Bed,17,4,25,3,0,0,,strict,425,1,gte_226
1,1,North End,42.36503183,-71.05098528,Apartment,Entire home/apt,4,1,1,1,Real Bed,19,3,30,3,67,380,98,strict,199,1,btw_$151-$225
1,1,North End,42.36264154,-71.05407781,Apartment,Entire home/apt,6,2,2,3,Real Bed,14,4,50,2,8,146,98,moderate,600,1,gte_226
0,1,North End,42.3680939,-71.05671598,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,1,0,3,11,210,95,moderate,175,1,btw_$151-$225
0,1,North End,42.36542863,-71.05218805,Apartment,Entire home/apt,6,1,3,3,Real Bed,12,3,25,2,3,34,93,flexible,175,1,btw_$151-$225
0,0,North End,42.36388432,-71.05764937,Apartment,Entire home/apt,2,1,0,1,Real Bed,8,1,0,1,0,0,,flexible,250,1,gte_226
0,1,North End,42.3646728,-71.05575618,Condominium,Entire home/apt,6,1,2,4,Real Bed,18,5,10,3,11,74,95,strict,225,1,btw_$151-$225
1,1,North End,42.36858099,-71.05358771,Apartment,Entire home/apt,6,1,2,2,Real Bed,19,4,25,2,48,315,99,strict,325,1,gte_226
1,1,North End,42.36429253,-71.05452105,Apartment,Entire home/apt,4,1,1,1,Real Bed,21,2,0,4,73,908,98,strict,175,1,btw_$151-$225
0,1,North End,42.36564449,-71.05537143,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,1,0,2,24,578,90,flexible,179,1,btw_$151-$225
0,0,North End,42.36484712,-71.05233441,Apartment,Entire home/apt,3,1,1,1,Real Bed,17,2,25,1,49,830,88,strict,99,0,btw_$75-$150
0,1,North End,42.36686168,-71.05786188,Apartment,Entire home/apt,2,1,0,2,Real Bed,16,1,0,3,22,656,94,moderate,165,1,btw_$151-$225
1,1,North End,42.36539334,-71.05534797,Apartment,Private room,2,2,1,2,Real Bed,19,1,0,1,15,690,97,moderate,290,1,gte_226
0,1,North End,42.3639471,-71.05121359,Apartment,Private room,2,1,1,1,Real Bed,9,1,15,1,0,0,,strict,130,0,btw_$75-$150
0,0,North End,42.36665816,-71.0519285,Apartment,Entire home/apt,6,1,2,4,Real Bed,17,5,25,1,68,792,86,strict,179,1,btw_$151-$225
0,1,North End,42.36624242,-71.05262024,Apartment,Private room,2,1,1,1,Real Bed,15,1,0,1,32,184,97,moderate,95,0,btw_$75-$150
0,1,North End,42.36541468,-71.05610958,Apartment,Entire home/apt,4,1,1,2,Real Bed,16,2,15,3,19,132,91,moderate,152,1,btw_$151-$225
0,1,North End,42.36262873,-71.05373335,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,2,15,3,4,246,90,strict,200,1,btw_$151-$225
0,1,North End,42.36570748,-71.05770806,Apartment,Private room,2,1,1,1,Real Bed,11,1,0,3,1,0,100,flexible,130,0,btw_$75-$150
0,1,North End,42.3653753,-71.05716529,Townhouse,Private room,4,1.5,1,4,Real Bed,23,2,25,1,36,130,96,strict,175,1,btw_$151-$225
0,0,North End,42.36381158,-71.05342285,Apartment,Entire home/apt,4,1,2,3,Real Bed,13,4,25,1,47,576,89,strict,139,0,btw_$75-$150
1,1,North End,42.36516569,-71.05694392,Apartment,Entire home/apt,4,2,2,2,Real Bed,22,4,25,1,64,286,96,strict,255,1,gte_226
1,1,North End,42.36390464,-71.05755214,Apartment,Entire home/apt,4,2,2,2,Real Bed,22,4,25,1,0,0,,strict,345,1,gte_226
0,1,North End,42.36652295,-71.05679192,Apartment,Private room,1,2,1,1,Real Bed,13,1,0,2,0,0,,flexible,50,0,lte_$75
0,0,North End,42.36388748,-71.05199169,Apartment,Entire home/apt,4,1,2,3,Real Bed,18,4,25,1,45,625,87,strict,119,0,btw_$75-$150
0,0,North End,42.36400448,-71.05372207,Apartment,Entire home/apt,4,1,1,1,Real Bed,18,1,0,2,6,230,93,moderate,135,0,btw_$75-$150
0,0,North End,42.36495523,-71.05719316,Apartment,Entire home/apt,4,1,2,2,Real Bed,15,1,0,1,7,85,100,flexible,200,1,btw_$151-$225
0,0,North End,42.36508294,-71.05560961,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,1,0,2,18,321,93,strict,275,1,gte_226
0,0,North End,42.36395429,-71.0515869,Apartment,Entire home/apt,4,1,2,3,Real Bed,12,4,25,1,27,613,87,strict,139,0,btw_$75-$150
0,1,North End,42.36518961,-71.05536089,Apartment,Entire home/apt,4,1,2,4,Real Bed,11,1,0,5,19,1200,96,strict,199,1,btw_$151-$225
0,0,North End,42.36482415,-71.05370724,Apartment,Entire home/apt,2,,1,,Real Bed,19,1,0,1,73,1100,91,strict,99,0,btw_$75-$150
0,1,North End,42.36632685,-71.05434377,Apartment,Entire home/apt,2,1,1,1,Real Bed,16,2,15,2,41,766,98,strict,135,0,btw_$75-$150
0,1,North End,42.36484714,-71.05300914,Apartment,Shared room,1,1,1,1,Futon,11,1,0,1,17,301,92,moderate,72,0,lte_$75
0,0,North End,42.36253938,-71.05372693,Apartment,Entire home/apt,6,1,2,1,Real Bed,8,1,0,1,0,0,,flexible,45,0,lte_$75
1,0,North End,42.36666891,-71.05642985,Apartment,Entire home/apt,5,1,2,3,Real Bed,12,1,100,2,20,219,99,flexible,200,1,btw_$151-$225
0,1,North End,42.36555489,-71.05452259,Condominium,Entire home/apt,2,1,1,1,Real Bed,21,1,0,2,3,117,100,moderate,175,1,btw_$151-$225
0,1,North End,42.36440845,-71.05784259,Apartment,Private room,2,1,1,1,Real Bed,7,1,0,1,1,0,100,flexible,175,1,btw_$151-$225
0,0,North End,42.36617916,-71.05433136,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,1,0,2,9,49,100,flexible,200,1,btw_$151-$225
1,1,North End,42.36381525,-71.0527796,Apartment,Entire home/apt,4,1,1,1,Real Bed,19,3,40,2,30,171,97,strict,195,1,btw_$151-$225
0,1,North End,42.36258546,-71.0556549,Apartment,Entire home/apt,4,1,1,2,Real Bed,7,4,100,3,1,0,97,strict,235,1,gte_226
0,1,North End,42.36401225,-71.05681068,Apartment,Entire home/apt,3,1,1,2,Real Bed,9,1,0,1,2,5,90,strict,195,1,btw_$151-$225
0,1,North End,42.36425947,-71.05590351,Loft,Entire home/apt,2,1,1,1,Real Bed,17,1,0,3,4,104,100,moderate,150,1,btw_$75-$150
0,1,North End,42.36361503,-71.05375512,Apartment,Entire home/apt,4,1,1,2,Real Bed,8,2,15,4,1,0,100,strict,235,1,gte_226
0,1,North End,42.36515136,-71.0557107,Apartment,Entire home/apt,4,1,2,2,Real Bed,6,1,25,2,2,49,100,flexible,185,1,btw_$151-$225
1,1,Roxbury,42.31626447,-71.09222252,Apartment,Private room,1,1.5,1,1,Real Bed,16,1,10,30,2,32,100,flexible,35,0,lte_$75
0,0,Roxbury,42.32457935,-71.08963859,Condominium,Entire home/apt,3,1,1,1,Real Bed,8,1,0,5,2,13,100,moderate,139,0,btw_$75-$150
0,0,Roxbury,42.33021363,-71.0923242,Apartment,Entire home/apt,2,1,1,1,Real Bed,9,1,10,1,2,33,70,strict,145,0,btw_$75-$150
0,1,Roxbury,42.32554316,-71.09757057,House,Private room,2,1,1,1,Real Bed,11,1,9,1,2,3,70,strict,79,0,btw_$75-$150
0,1,Roxbury,42.33529262,-71.08686083,Apartment,Entire home/apt,6,1,3,3,Real Bed,17,3,10,3,2,17,90,strict,209,1,btw_$151-$225
0,1,Roxbury,42.32999836,-71.09480356,House,Private room,2,2,1,1,Real Bed,18,1,0,1,79,355,91,strict,99,0,btw_$75-$150
0,1,Roxbury,42.32725296,-71.07558887,House,Private room,2,2.5,1,1,Real Bed,15,1,30,4,2,381,100,strict,90,0,btw_$75-$150
0,1,Roxbury,42.32753475,-71.0829535,House,Private room,5,1,1,2,Real Bed,14,1,34,2,31,829,93,strict,79,0,btw_$75-$150
